road_name,start_intersection,end_intersection,coordinates
Mexico,point a,point b,"[(19.28238, -98.95647), (19.28206, -98.95652), (19.2813, -98.95668), (19.28038, -98.95683), (19.27964, -98.95687), (19.27934, -98.9569), (19.27934, -98.95699), (19.27936, -98.95715), (19.27938, -98.9573), (19.27942, -98.95767), (19.27943, -98.95768), (19.27948, -98.95808), (19.2795, -98.95822), (19.27956, -98.9588), (19.27958, -98.95888), (19.27967, -98.95947), (19.2782, -98.9597), (19.27702, -98.95988), (19.27677, -98.95991), (19.27531, -98.96013), (19.2744, -98.96027), (19.27408, -98.96032), (19.27377, -98.96037), (19.27235, -98.96059), (19.27087, -98.9608), (19.27061, -98.96081), (19.26943, -98.96099), (19.26839, -98.96115), (19.26786, -98.96123), (19.26785, -98.96123), (19.26639, -98.96144), (19.26618, -98.96145), (19.2658, -98.9615), (19.26489, -98.96163), (19.26496, -98.96212), (19.26461, -98.96218), (19.2823829, -98.9564678), (19.264609, -98.9621756)]"
