road_name,start_intersection,end_intersection,coordinates
San Diego,point a,point b,"[(32.7127, -117.17293), (32.71274, -117.17293), (32.71302, -117.17293), (32.71348, -117.17292), (32.71359, -117.17292), (32.7137, -117.17293), (32.71417, -117.17294), (32.7142, -117.17294), (32.71445, -117.17296), (32.71463, -117.17297), (32.71472, -117.17297), (32.71514, -117.17296), (32.7153, -117.17296), (32.71535, -117.17295), (32.71543, -117.17295), (32.71552, -117.17295), (32.71565, -117.17296), (32.7158, -117.17295), (32.71607, -117.17295), (32.71612, -117.17295), (32.71629, -117.17295), (32.71646, -117.17295), (32.71666, -117.17295), (32.71712, -117.17295), (32.7174, -117.17293), (32.7175, -117.17293), (32.71759, -117.17293), (32.71771, -117.17293), (32.71781, -117.17293), (32.71784, -117.17293), (32.71784, -117.17286), (32.7127005, -117.1729318), (32.7178448, -117.1728575)]"
